x	y
18.26	2.13857
18.25	2.13859
18.24	2.13862
18.23	2.13864
18.22	2.13867
18.21	2.13869
18.2	2.13871
18.19	2.13874
18.18	2.13876
18.17	2.13879
18.16	2.13881
18.15	2.13883
18.14	2.13886
18.13	2.13888
18.12	2.13891
18.11	2.13893
18.1	2.13896
18.09	2.13898
18.08	2.139
18.07	2.13903
18.06	2.13905
18.05	2.13908
18.04	2.1391
18.03	2.13913
18.02	2.13915
18.01	2.13918
18	2.1392
17.99	2.13922
17.98	2.13925
17.97	2.13927
17.96	2.1393
17.95	2.13932
17.94	2.13935
17.93	2.13937
17.92	2.1394
17.91	2.13942
17.9	2.13945
17.89	2.13947
17.88	2.1395
17.87	2.13952
17.86	2.13955
17.85	2.13957
17.84	2.1396
17.83	2.13962
17.82	2.13965
17.81	2.13967
17.8	2.1397
17.79	2.13972
17.78	2.13975
17.77	2.13977
17.76	2.1398
17.75	2.13982
17.74	2.13985
17.73	2.13987
17.72	2.1399
17.71	2.13993
17.7	2.13995
17.69	2.13998
17.68	2.14
17.67	2.14003
17.66	2.14005
17.65	2.14008
17.64	2.1401
17.63	2.14013
17.62	2.14016
17.61	2.14018
17.6	2.14021
17.59	2.14023
17.58	2.14026
17.57	2.14028
17.56	2.14031
17.55	2.14034
17.54	2.14036
17.53	2.14039
17.52	2.14041
17.51	2.14044
17.5	2.14047
17.49	2.14049
17.48	2.14052
17.47	2.14054
17.46	2.14057
17.45	2.1406
17.44	2.14062
17.43	2.14065
17.42	2.14068
17.41	2.1407
17.4	2.14073
17.39	2.14075
17.38	2.14078
17.37	2.14081
17.36	2.14083
17.35	2.14086
17.34	2.14089
17.33	2.14091
17.32	2.14094
17.31	2.14097
17.3	2.14099
17.29	2.14102
17.28	2.14105
17.27	2.14107
17.26	2.1411
17.25	2.14113
17.24	2.14115
17.23	2.14118
17.22	2.14121
17.21	2.14123
17.2	2.14126
17.19	2.14129
17.18	2.14132
17.17	2.14134
17.16	2.14137
17.15	2.1414
17.14	2.14142
17.13	2.14145
17.12	2.14148
17.11	2.14151
17.1	2.14153
17.09	2.14156
17.08	2.14159
17.07	2.14162
17.06	2.14164
17.05	2.14167
17.04	2.1417
17.03	2.14173
17.02	2.14175
17.01	2.14178
17	2.14181
16.99	2.14184
16.98	2.14186
16.97	2.14189
16.96	2.14192
16.95	2.14195
16.94	2.14197
16.93	2.142
16.92	2.14203
16.91	2.14206
16.9	2.14209
16.89	2.14211
16.88	2.14214
16.87	2.14217
16.86	2.1422
16.85	2.14223
16.84	2.14225
16.83	2.14228
16.82	2.14231
16.81	2.14234
16.8	2.14237
16.79	2.1424
16.78	2.14242
16.77	2.14245
16.76	2.14248
16.75	2.14251
16.74	2.14254
16.73	2.14257
16.72	2.14259
16.71	2.14262
16.7	2.14265
16.69	2.14268
16.68	2.14271
16.67	2.14274
16.66	2.14277
16.65	2.1428
16.64	2.14282
16.63	2.14285
16.62	2.14288
16.61	2.14291
16.6	2.14294
16.59	2.14297
16.58	2.143
16.57	2.14303
16.56	2.14306
16.55	2.14309
16.54	2.14312
16.53	2.14314
16.52	2.14317
16.51	2.1432
16.5	2.14323
16.49	2.14326
16.48	2.14329
16.47	2.14332
16.46	2.14335
16.45	2.14338
16.44	2.14341
16.43	2.14344
16.42	2.14347
16.41	2.1435
16.4	2.14353
16.39	2.14356
16.38	2.14359
16.37	2.14362
16.36	2.14365
16.35	2.14368
16.34	2.14371
16.33	2.14374
16.32	2.14377
16.31	2.1438
16.3	2.14383
16.29	2.14386
16.28	2.14389
16.27	2.14392
16.26	2.14395
16.25	2.14398
16.24	2.14401
16.23	2.14404
16.22	2.14407
16.21	2.1441
16.2	2.14413
16.19	2.14416
16.18	2.14419
16.17	2.14422
16.16	2.14425
16.15	2.14428
16.14	2.14431
16.13	2.14434
16.12	2.14438
16.11	2.14441
16.1	2.14444
16.09	2.14447
16.08	2.1445
16.07	2.14453
16.06	2.14456
16.05	2.14459
16.04	2.14462
16.03	2.14465
16.02	2.14468
16.01	2.14472
16	2.14475
15.99	2.14478
15.98	2.14481
15.97	2.14484
15.96	2.14487
15.95	2.1449
15.94	2.14494
15.93	2.14497
15.92	2.145
15.91	2.14503
15.9	2.14506
15.89	2.14509
15.88	2.14513
15.87	2.14516
15.86	2.14519
15.85	2.14522
15.84	2.14525
15.83	2.14528
15.82	2.14532
15.81	2.14535
15.8	2.14538
15.79	2.14541
15.78	2.14544
15.77	2.14548
15.76	2.14551
15.75	2.14554
15.74	2.14557
15.73	2.14561
15.72	2.14564
15.71	2.14567
15.7	2.1457
15.69	2.14574
15.68	2.14577
15.67	2.1458
15.66	2.14583
15.65	2.14587
15.64	2.1459
15.63	2.14593
15.62	2.14596
15.61	2.146
15.6	2.14603
15.59	2.14606
15.58	2.1461
15.57	2.14613
15.56	2.14616
15.55	2.1462
15.54	2.14623
15.53	2.14626
15.52	2.1463
15.51	2.14633
15.5	2.14636
15.49	2.1464
15.48	2.14643
15.47	2.14646
15.46	2.1465
15.45	2.14653
15.44	2.14656
15.43	2.1466
15.42	2.14663
15.41	2.14666
15.4	2.1467
15.39	2.14673
15.38	2.14677
15.37	2.1468
15.36	2.14683
15.35	2.14687
15.34	2.1469
15.33	2.14694
15.32	2.14697
15.31	2.147
15.3	2.14704
15.29	2.14707
15.28	2.14711
15.27	2.14714
15.26	2.14718
15.25	2.14721
15.24	2.14724
15.23	2.14728
15.22	2.14731
15.21	2.14735
15.2	2.14738
15.19	2.14742
15.18	2.14745
15.17	2.14749
15.16	2.14752
15.15	2.14756
15.14	2.14759
15.13	2.14763
15.12	2.14766
15.11	2.1477
15.1	2.14773
15.09	2.14777
15.08	2.1478
15.07	2.14784
15.06	2.14787
15.05	2.14791
15.04	2.14794
15.03	2.14798
15.02	2.14802
15.01	2.14805
15	2.14809
14.99	2.14812
14.98	2.14816
14.97	2.14819
14.96	2.14823
14.95	2.14827
14.94	2.1483
14.93	2.14834
14.92	2.14837
14.91	2.14841
14.9	2.14845
14.89	2.14848
14.88	2.14852
14.87	2.14855
14.86	2.14859
14.85	2.14863
14.84	2.14866
14.83	2.1487
14.82	2.14874
14.81	2.14877
14.8	2.14881
14.79	2.14885
14.78	2.14888
14.77	2.14892
14.76	2.14896
14.75	2.14899
14.74	2.14903
14.73	2.14907
14.72	2.1491
14.71	2.14914
14.7	2.14918
14.69	2.14922
14.68	2.14925
14.67	2.14929
14.66	2.14933
14.65	2.14937
14.64	2.1494
14.63	2.14944
14.62	2.14948
14.61	2.14952
14.6	2.14955
14.59	2.14959
14.58	2.14963
14.57	2.14967
14.56	2.1497
14.55	2.14974
14.54	2.14978
14.53	2.14982
14.52	2.14986
14.51	2.14989
14.5	2.14993
14.49	2.14997
14.48	2.15001
14.47	2.15005
14.46	2.15009
14.45	2.15012
14.44	2.15016
14.43	2.1502
